createtime,lat,lon,country,tags
1806571,54.68833333,-5.88083333,United Kingdom,"want,work,yale,new,haven,hospital,were,hiring,new,haven,click,for,details,nursing,job,jobs"
1806571,13.75220072,100.50209222,?????????,"did,you,feel,earthquake,cornwall,bristol"
1806572,-1.18316171,36.9326953,Kenya,"orlando,lost,found,lost,male,bengal,cat,apopka,errol,hello,have,not,seen,our"
1806572,32.71161745,-117.15664196,United States,"join,the,medpace,team,see,our,latest,finance,job,opening,here,stirling,hiring"
1806572,40.98861111,-80.57861111,United States,"new,favorite,ain"
1806572,51.63166667,0.35833333,United Kingdom,"were,hiring,read,about,our,latest,job,opening,here,international,backline,support,analyst,hungerford"
1806572,53.41805556,-1.48805556,United Kingdom,"can,you,recommend,anyone,for,this,job,icu,nurse,needed,for,per,diem,and,local"
1806573,33.931144700000004,-118.32571409999998,United States,"were,hiring,click,apply,store,team,leader,retail,carlisle,job,jobs,career,arc"
1806573,38.7167,-9.13333,Portugal,"hey,but,need,money,national,gallery,singapore"
1806629,-6.91644,107.60211,Indonesia,"im,admirals,club,philadelphia"
1806573,54.67694444,-1.59833333,United Kingdom,"shailja,sign,assault,found,asaram,bapu,ji,case"
1806574,34.755,-87.12305556,United States,"facilities,mgmt,job,plant,city,warehouse,mechanic,plant,city,gordon,food,service,jobs,hiring"
1806574,-37.79305556,144.92194444,Australia,"bible,study,mentor,united,methodist,church,mentor"
1806574,51.079545,-113.98451,Canada,"temperature,humidity,down,wind,pressure,rising,visibility"
1806574,41.93555556,89.07638889,???????,"im,chef,mamu,grill,chic,lamb"
1806574,48.82444444,-123.72138889,Canada,"eff,proves,mobile,throttling,you,tube,bgr,you,tube"
1806574,37.47472222,-84.51194444,United States,"can,you,this,another,way,earning,living,mumbai,struggle,risk"
1806575,53.50166667,-1.47805556,United Kingdom,"just,posted,photo,alam,suria,puncak,alam"
1806575,38.37444444,22.39055556,?????,"join,the,robert,half,technology,team,see,our,latest,job,opening,here,pittsburgh,hiring,career,arc"
1806575,42.7650999,-88.9982041,United States,"remember,that,voodoo,doughnut,austin"
1806575,14.28242982,121.09573194,Republika ng Pilipinas,"sonic,drive,hospitality,job,general,manager,ulysses,sonic,jobs,hiring,career,arc"
1806576,51.33222222,-0.55777778,United Kingdom,"going,out,giuseppezanottiworld,boots,guizeppezanotti,nevertoomanyshoes,parque"
1806576,31.62277778,-89.23388889,United States,"onair,till,staytune,boys,girls,persada,radio"
1806576,51.58333333,1.05,,"im,kumar,restaurant"
1806576,38.67972222,-90.46305556,United States,"let,friends,today,begin,again,this,our,chance,better,this,second"
1806576,43.2706,26.9234,????????,"join,the,macy,retail,team,see,our,latest,sales,job,opening,here,towson,hiring,career,arc"
1806576,55.900708,-3.518068,United Kingdom,"interested,job,near,tallahassee,this,could,great,fit,veterans,hiring,career,arc"
1806576,14.517618400000002,121.0508645,Republika ng Pilipinas,"hectic,fresh,want,give,the,warm,salad,full,ten,points,but,need,taste,givemesome"
1806576,51.94805556,-2.06916667,United Kingdom,"bring,your,kitten,work,day"
1806577,54.3126,8.62375,Deutschland,"want,work,allentown,view,our,latest,opening,insurance,job,jobs,hiring,career,arc"
1806578,56.03277778,-3.36,United Kingdom,"you,know,what,told,myself,wouldnt,allow,myself,effected,the,alignment,stars,and,such"
1806578,52.150171,-106.567738,Canada,"find,someone,that,will,treat,you,his,princess,and,love,you"
1806578,1.35798125,103.93003067,???,"selfies,updated,nothing,this,life,and,wotthing,this,world,without,love,and,freedom"
1806578,14.58372134,121.05569467,Republika ng Pilipinas,"gmt,temperature,wind,mph,ave,mph,gust,humidity,rain,hourly,pressure,rising,slowly"
1806578,37.88694444,23.7575,?????,"im,junction,station,kuala,lumpur"
1806579,28.582215100000003,-81.3772176,United States,"interested,retail,job,near,manchester,this,could,great,fit,hiring"
1806579,51.08833333,1.135,United Kingdom,"interested,retail,job,near,thomaston,this,could,great,fit,hiring,career,arc"
1806579,28.488782,-81.46109890000001,United States,"were,hiring,read,about,our,latest,job,opening,here,mechanic,white,plains,aerospace"
1806579,3.06656485,101.50460274,Malaysia,"cleared,incident,garden,state,parkway,exit"
1806579,42.54,-88.35805556,United States,"special,event,jacob,javits,convention,center"
1806577,52.93111111,-4.13111111,United Kingdom,"yes,for,foam,lol,with,city,manila"
1806577,9.01666667,125.51666667,Republika ng Pilipinas,"incident,taconic,state,parkway,route,ramp"
1806579,50.88416667,-3.37361111,United Kingdom,"want,work,ups,were,hiring,dfwairport,click,for,details,labor,job,jobs,career,arc"
1806580,34.53555556,-92.765,United States,"just,finished,mountain,biking,with,endomondo,endorphins"
1806578,51.78277778,-3.75583333,United Kingdom,"all,the,photos,ive,ever,seen,you,have,been,good,has,anyone,ever,been,able,take,picture,doubt"
1806575,-20.65,141.733,Australia,"were,hiring,click,apply,construction,contracts,subcontracts,administrator,cincinnati,evendale"
1806575,-38.26549910000001,144.6678772,Australia,"im,east,perth,perth"
1806575,44.4994,34.1553,???????,"tampa,hospitality,job,sous,chef,maggiano,jobs,hiring,career,arc"
1806581,44.41166667,-70.24083333,United States,"can,you,recommend,anyone,for,this,nursing,job,katy,hiring,career,arc"
1806582,29.32304445,47.7891868,???? ??????,"back,work,and,back,default,working,lunch,every,days,shred,batch,raw"
1806582,-26.21375981,28.16582652,South Africa,"second,quilt,completed,required,more,thinking,than,the,first,quilt,now,know,why,you"
1806582,44.50944444,-72.995,United States,"spritzed,myself,with,holy,water,from,lourdes,but,the,black,cab,nudges,its,way,out"
1806582,59.2425,-2.58777778,United Kingdom,"join,the,dressbarn,team,see,our,latest,retail,job,opening,here,willimantic,hiring,career,arc"
1806582,52.417,-1.442,United Kingdom,"bloomfield,job,agile,project,manager,cgi,jobs,hiring"
1806582,39.24222222,-121.05444444,United States,"luvs,one,dubrovnik,old,city"
1806582,28.87472222,-81.25111111,United States,"and,obi,down,with,cough,today,she,skips,school,and,rudi,obi,astoria,pic"
1806649,-3.97949,122.51228,Indonesia,"last,night,was,far,best,birthday,party,ever,thank,you"
1806582,3.07301953,101.49990848,Malaysia,"im,naturally,anti,social,person,it,the,only,child,it,always,been,about"
1806583,49.271643,-123.069455,Canada,"im,ankeny,ankeny"
1806583,42.975489,-82.42236700000001,United States,"please,follow,this,link,and,like,our,facebook,page"
1806583,45.65635637,11.41148373,Italia,"bengals,playoffs,against,san,diego,chargers,had,the,lovely,pleasure,sharing"
1806583,25.10178609,55.17094731,???????? ??????? ???????,"just,posted,photo,imperial,hotel,kuching"
1806584,14.463537,100.45692,?????????,"im,pizza,hut"
1806584,7.01421447,100.47641209,?????????,"gemes,banget,sama,ini,with,marisa,and,imelmesh,mug,authentic,coffee,atjeh,pic"
1806584,29.030114,-81.303801,United States,"im,abang,barber"
1806582,55.0225,-7.45444444,Ireland,"galter,pavilion,northwestern,memorial,hospital,chicago"
1806584,27.542980199999995,-99.4922409,United States,"like,your,icon,matey"
1806585,41.63111111,-93.46583333,United States,"how,often,you,get,take,pictures,with,the,bank,group,chief,operating,officer"
1806585,-8.72868,115.17535,Indonesia,"been,awhile,ily,bruce,legend"
1806586,53.59638889,-9.97472222,Ireland,"hey,home,george,bush,intercontinental,airport,iah,houston"
1806586,41.5167,-90.5333,United States,"were,hiring,read,about,our,latest,job,opening,here,registered,nurse,operating,room,bonus,lubbock"
1806586,6.14961185,102.29043555,Malaysia,"ive,made,this,face,far,too,many,times,today,back,work,busy,busy,spectrum,radio"
1806587,37.69155374,-122.0533817,United States,"star,wars,with,diyoba,iqbal,and,others,cgv,blitz,jwalk,mall,pic"
1806587,51.365,-0.251,United Kingdom,"new,jwoww,warming,leg,bronzer,promises,darkest,legs,one,session,while"
1806587,3.16184966,101.69481814,Malaysia,"were,hiring,click,apply,senior,developer,analyst,oracle,sql,charlotte,job,jobs,career,arc"
1806587,34.12245255,-117.87418367,United States,"last,warm,days,cold,murmansk,russia,white,rabbit"
1806587,34.24849495,-118.43946065,United States,"jackson,elementary,grade,east,feliciana,high,school"
1806588,40.74256231,-74.03617161,United States,"were,hiring,read,about,our,latest,job,opening,here,endpoint,engineer,endpoint,services,austin"
1806588,53.81657070000001,-1.5990319,United Kingdom,"taco,tuesday,tacos,chicken,mahi,beef,the,dispensary"
1806588,42.12361111,-76.33805556,United States,"meetings,all,day,spring,hill,suites,raleigh,cary,cary"
1806588,37.775,-122.418,United States,"im,seafood,singapore"
1806590,33.87132638,-118.00514569,United States,"tiffin,hospitality,job,food,service,specialist,retail,sales,speedway,jobs,hiring,career,arc"
1806589,47.55532243,-122.65634049,United States,"palestinian,shot,after,stabbing,israeli,woman,jerusalem"
1806590,18.11361111,-67.18027778,United States,"were,hiring,click,apply,part,time,cashier,retail,woburn,job,jobs"
1806590,29.6725,-98.11555556,United States,"this,how,hubby,does,nordstroms,honeythiswilljusttakeasec,nordstrom,south"
1806590,38.47666667,-90.35555556,United States,"time,ikaonboard,macbeth,theatre,finalexam,aswara"
1806591,29.32690821,47.90198121,???? ??????,"im,kuwait,city,asimah"
1806591,-34.85916667,149.69361111,Australia,"new,dress,couple,more,designs,coming,bit,can,make,you,one,you,like,for"
1806591,30.26319425,-97.74423706,United States,"warming,rosebowl,hawkeyes,rose,bowl,stadium"
1806592,55.84305556,-4.42888889,United Kingdom,"im,andalous,andalus,kuwait"
1806592,53.57916667,0.65444444,,"im,kuwait,city,asimah"
1806592,29.33526495,47.92050882,???? ??????,"were,hiring,click,apply,retail,store,shift,supervisor,retail,washington,job,jobs,career,arc"
1806592,1.35460464,103.92762874,???,"dental,complete,it,weird,look,the,mirror,not,see,face,swolen,being,completely,numb"
1806593,46.20835,6.1427,Schweiz,"this,retail,job,might,great,fit,for,you,seasonal,temp,assembler,lake,saint,louis,hiring"
1806594,11.55211,104.87714,Cambodia,"well,least,it,not,the,negatives,bonus,the,out,for,now"
1806594,22.405946,114.224025,??,"recently,had,the,privilege,make,reclaimed,sign,for,friend,for"
1806594,-32.74527778,151.76305556,Australia,"im,birmingham,new,street,railway,station,bhm,birmingham,west,midlands"
1806594,-11.86973909,-77.07261216,Peru,"with,these,came,laughters,and,fun,dolcelatte"
1806595,14.53840963,120.98232623,Republika ng Pilipinas,"this,healthcare,job,might,great,fit,for,you,pharmacy,technician,sunrise,hiring,career,arc"
1806596,33.8548391,-118.25369941,United States,"want,work,alexandria,view,our,latest,opening,nursing,job,jobs,hiring"
1806597,8.475788,124.6487797,Republika ng Pilipinas,"kansas,city,hospitality,cook,open,house,kindred,hospital,northland,kindred,hospital"
1806597,33.45,-112.06666667,United States,"want,work,oracle,were,hiring,bogota,click,for,details,job,jobs"
1806598,52.09805556,-1.93388889,United Kingdom,"im,studio,family,karaoke,bentong,pahang"
1806598,32.77531165,-117.13924795,United States,"see,our,latest,bern,job,and,click,apply,berater,technische,architektur,hiring,career,arc"
1806598,13.74443324,100.53337713,?????????,"productive,the,quiet,the,morning,off,first,meeting,dallas"
1806599,-6.8316488,107.6056955,Indonesia,"the,mastani,ready,ship,singles,lowest,price,whtsapp"
1806599,37.56611,127.00758,????,"see,our,latest,cleveland,job,and,click,apply,licensed,practical,nurse,lpn,kindred"
1806599,49.57258949,10.99518493,Deutschland,"can,let,these,niggas,get,one"
1806599,34.0522,-118.243,United States,"burgers,fries,hot,dogs,cant,wait,open,joe,dairy,bar"
1806599,57.1875,-7.39972222,United Kingdom,"old,dominion,hotel,downtown,victoria,architecture,turnofthecentury,symmetry"
1806599,28.05833333,-82.32055556,United States,"gets,worse,here,every,day,welcometothejungle,amandari,amanjunkie,bali,amandari,ubud"
1806600,-6.22539,107.00151,Indonesia,"just,posted,photo,bamboo,island,krabi,thailand"
1806600,40.13027778,-74.21444444,United States,"the,best,concert,ever,kryina,superjunior,indonesia,convention,exhibition,ice,bsd,city"
1806600,25.76168,-80.19179,United States,"way,the,golden,moutain,golden,mount,temple,bangkok"
1806600,-5.988169999999999,106.05149,Indonesia,"just,posted,photo,ronggowarsito"
1806600,50.94166,6.95518,Deutschland,"workout,butt,hammerplyometricsdown,our,house"
1806601,36.19088286,-115.16768479,United States,"ready,mohammed,international,airport"
1806602,3.08156541,101.73169869,Malaysia,"blaxthos,you,want,should,participate,the,sopa,blackout,protest,january,for,yes"
1806602,34.07495542,-118.37710668,United States,"whn,said,cried,ache,inside,tere,sare,asu,mere,mere,har,smile,tere,after,seeing,relief,plz,keep,doing,for"
1806603,51.21777778,1.40388889,United Kingdom,"can,you,recommend,anyone,for,this,job,midlothian,veterans,hiring,career,arc"
1806603,29.68651093,-95.40784296,United States,"just,saw,this,very,sad,it,them"
1806604,26.14871038,-80.13206627,United States,"accident,hov,lane,blocked,phoenix,dunlap,ave,exit,phxtraffic"
1806604,25.09247823,55.15248299,???????? ??????? ???????,"can,you,recommend,anyone,for,this,hospitality,job,allen,veterans,hiring,career,arc"
1806604,43.92083333,-78.68861111,Canada,"toast,with,peanut,butter,and,strawberry,jam"
1806605,36.30074491,-119.26215988,United States,"see,our,latest,alpharetta,job,and,click,apply,senior,financial,analyst,finance,hiring,career,arc"
1806605,-26.584190000000003,27.82229,South Africa,"temperature,humidity,down,wind,pressure,rising"
1806605,33.3326674,-111.7788622,United States,"disabled,vehicle,center,lane,blocked,norwalk,before,exit,norwalk,stop,and,traffic,back"
1806606,52.27833333,-0.59694444,United Kingdom,"perut,pwc,running,club,running,with,kyserunkrew"
1806606,-6.908869999999999,107.61047,Indonesia,"shailja,sign,assault,found,asaram,bapu,ji,case"
1806606,-6.239669999999999,106.6284,Indonesia,"want,unforgettable,sex,essex,essex"
1806606,25.11419351,55.20465044,???????? ??????? ???????,"here,again,lounge,bristol,airport"
1806606,37.24166667,-81.2775,United States,"can,you,recommend,anyone,for,this,hospitality,job,austin,hiring,career,arc"
1806606,-4.92370048,39.67615636,Tanzania,"kidderminster,sign,gnahoua,and,fane,herefordshire"
1806607,51.5160891,-0.0824263999999999,United Kingdom,"mlzz,with,brilliant"
1806608,51.478303,-2.596979,United Kingdom,"let,fix,those,broken,heart,your"
1806609,38.0317136,-84.49513590000001,United States,"incident,cleared,oklahoma,hefner,pkwy,okctraffic"
1806609,45.513204,-122.670937,United States,"registered,nurse,peds,contract,favorite,health,care,staffing,naperville,nursing,job,jobs"
1806609,25.3622,55.3911,???????? ??????? ???????,"the,best,feeling,the,world,being,loved,back,the,person,you,love,johannesburg"
1806609,46.456551,30.75672,???????,"it,like,they,are,part"
1806609,29.919914,-95.5768242,United States,"scotts,lawn,service,lawn,specialist,melbourne,skilled,trade,job,jobs,hiring,career,arc"
1806610,25.1411677,85.8619638,????,"atmosphere,revolving,restaurant,tower"
1806610,42.492938,-82.93015559999999,United States,"can,you,recommend,anyone,for,this,nursing,job,atlanta,hiring,career,arc"
1806610,3.25337676,101.72765026,Malaysia,"day,pauladoes,dallas,igersdallas,dallastx,exploredallas,texas,school,book,depository"
1806610,-8.13355,115.17622,Indonesia,"also,found,this,ost,feat,miu,chu,andrew,tan,gading,nias,residences"
1806609,52.44333333,1.40611111,United Kingdom,"were,hiring,read,about,our,latest,job,opening,here,patient,care,associate,pcu,night,lakewood"
1806609,38.247469,-86.135163,United States,"im,lovers,nest"
1806612,38.6105426,-90.33718890000002,United States,"interested,physician,job,near,schererville,this,could,great,fit,hiring"
1806613,42.37046814,-71.02747345,United States,"the,river,with,vernon,water,tower,with,surf,ballet,insert,vernon,city,vernon"
1806611,40.7207559,-74.00076130000001,United States,"im,centre,point,medan,north,sumatra"
1806614,-6.1738,106.7851699,Indonesia,"im,first,solar,kulim,kedah"
1806614,8.57213,124.4416456,Republika ng Pilipinas,"sweet,old,man,spending,the,day,sketching,what,sees,from,the,bus,space,coast"
1806615,37.9770484,-121.31493025,United States,"the,big,lels,eastwood,citywalk"
1806613,4.58688183,101.12187597,Malaysia,"new,friends,the,table,from,pair,with,our,new"
1806616,39.1860464,-78.16546149999999,United States,"this,business,mgmt,job,might,great,fit,for,you,principal,consultant,bedford,hiring,career,arc"
1806616,41.55178887,-84.13118779,United States,"see,our,latest,murrysville,job,and,click,apply,store,receiver,retail,hiring,career,arc"
1806617,41.3223,-81.7464,United States,"im,kuwait,city,asimah"
1806617,25.07352432,55.14359556,???????? ??????? ???????,"love,you,coffee,starbucks,pinecrest"
1806617,38.9226882,-94.48761103,United States,"crispy,breaded,chicken,breast,topped,with,house,made,marinara,sauce,and,crispy,menu"
1806618,49.3299103,-123.06848909999998,Canada,"engineering,job,alert,planning,modelling,design,london,greater,london"
1806664,-7.592339999999999,110.43295,Indonesia,"join,the,manulife,team,see,our,latest,finance,job,opening,here,montreal,hiring"
1806619,32.507858500000005,-93.7532955,United States,"baltimore,ravens,baltimore,maryland"
1806619,-6.11705,106.78941,Indonesia,"current,weather,oslo,mostly,cloudy,humidity,wind,visibility,pressure,steady"
1806619,-37.8153419,144.96749880000002,Australia,"all,know,there,nothing,mediocre"
1806616,-6.28747,107.03155,Indonesia,"years,row,brought,that,beautiful,diverse,mature,crowd,with,nothing,but"
1806622,1.28474929,103.8645924,???,"temperature,humidity,down,wind"
1806622,17.19578164,120.44928722,Republika ng Pilipinas,"this,transportation,job,might,great,fit,for,you,cdl,team,truck,drivers,virginia,beach,hiring"
1806620,50.16361111,-5.19805556,United Kingdom,"this,customer,service,job,might,great,fit,for,you,help,desk,analyst,charlotte,hiring,career,arc"
1806623,38.9738909,-121.13012424,United States,"were,hiring,click,apply,registered,nurse,clinic,internal,medicine,burlington,full,time,days,job"
1806620,35.4175,-82.8108,United States,"but,think,that,thought,void,due,the,fact,that,im,grounded,earth,nice"
1806624,45.5,-73.5833,Canada,"fair,point,some,would,order,gain,have,train,just,sometimes,feels,like,torture,im,not,complaining,like,how,look"
1806621,47.66035711,-122.3129701,United States,"oreilly,auto,parts,parts,delivery,richmond,transportation,job,jobs,hiring,career,arc"
1806624,52.30851351,4.75893979,Nederland,"were,hiring,click,apply,assistant,manager,retail,monroe,job,jobs,career,arc"
1806620,11.5405428,104.9134371,Cambodia,"want,work,columbus,view,our,latest,opening,customer,service,job,jobs,hiring"
1806624,51.45181,7.0106,Deutschland,"can,you,recommend,anyone,for,this,job,call,center,full,time,card,services,representative,dallas,hiring"
1806625,34.04267,-118.2349,United States,"excited,for,visit,meet,and,lunch,today,united,nations,new,york"
1806622,50.6806,-100.93368,Canada,"can,you,recommend,anyone,for,this,transportation,job,green,bay,hiring"
1806626,34.67747,135.50323,??,"want,work,plymouth,view,our,latest,opening,clerical,job,jobs,hiring"
1806627,44.5235792,-89.574563,United States,"dermalogica,facials,off,through,january,amazing,dont,miss,out,call,the,salon,book"
1806627,25.091075,121.5598345,??,"all,you,can,eat,make,your,own,pancake,breakfast,complete"
1806627,37.67333251,-122.47591641,United States,"all,the,parties,are,required,united,rather,than,divided,the,aftermath,pathankot,air,base,terrorist,act"
1806627,5.33604941,103.14273746,Malaysia,"essentials,for,surviving,winter,are,now,district,sparkle,caffe,aficionado"
1806628,36.6111,-82.1762,United States,"im,kuwait,city,asimah"
1806629,37.78658318,-122.4209797,United States,"join,the,robert,half,finance,accounting,team,see,our,latest,accounting,job,opening,here,spring,hiring"
1806629,-26.00957012,27.96683025,South Africa,"gmt,temperature,wind,mph,ave,mph,gust,humidity,rain,hourly,pressure,rising,slowly"
1806630,14.55229686,121.01902827,Republika ng Pilipinas,"this,retail,job,might,great,fit,for,you,store,receiver,new,roads,hiring,career,arc"
1806630,5.5474016,-0.2521762999999999,Ghana,"just,went,full,winter,winter,pennsylvania,kingofprussia"
1806630,-11.86973909,-77.07261216,Peru,"first,album,ever,recorded,glad,found,copy,feel,proud,right,now,lmao,rio"
1806629,15.367915,73.83536,????,"see,our,latest,durham,job,and,click,apply,film,crew,retail,hiring,career,arc"
1806630,3.10986405,101.63716584,Malaysia,"were,hiring,read,about,our,latest,job,opening,here,dockworker,fueler,allentown,career,arc"
1806631,9.7656646,118.74544806,Republika ng Pilipinas,"just,posted,photo,motorway"
1806631,43.76945070000001,-79.2821682,Canada,"temperature,humidity,down,wind,pressure,rising"
1806631,13.7833461,100.50028944,?????????,"san,antonio,nursing,job,tele,pcu,baptist,medical,center,days,baptist,health,system,jobs,hiring"
1806624,36.8857,-76.2599,United States,"shame,askies,when,sleeping,and,outchea,watching,cricket,cant,even,celebrate,the"
1806632,51.51661,7.458289999999999,Deutschland,"fmsphotoaday,fms,leaves,leaves,with,ducks,mnzoo,minnesota,zoo"
1806632,43.6619709,-79.4256122,Canada,"elmira,sales,job,part,time,sales,dressbarn,jobs,hiring,career,arc"
1806633,3.109153,101.661871,Malaysia,"current,weather,drexel,heights,cloudy,humidity,wind,visibility,pressure,rising"
1806633,35.788371999999995,139.2893339,??,"check,out,our,newsletter,archive,for,central,florida,whether,you,missed,our"
1806634,-33.95879779,18.37347913,South Africa,"red,bog,elmwood,gaulstown,dunshaughlin,site,for,sale,meath,dunshaughlin"
1806634,34.02777211,-118.4744426,United States,"not,sure,what,these,are,elk,mill,shopping,park"
1806634,56.05,12.7,Sverige,"incident,hackensack,river,drawbridge"
1806634,6.46678646,3.49159241,Nigeria,"construction,both,dir,from,castle,hill,ave,exit,jerome,avenue"
1806635,33.15467231,-97.09989779,United States,"cleared,incident,taconic,state,parkway,route,ramp"
1806635,25.77018977,-80.34827959,United States,"incident,hackensack,river,drawbridge"
1806635,51.8840944,-1.75947392,United Kingdom,"forth,occ,gale,rain,wintry,shwrs,mod,occ,poor"
1806635,33.74894415,-117.83355567,United States,"day,the,job,scenes,the,city,manila,mail,newspaper,with,repostapp,it,time"
1806635,35.3088303,-119.0947037,United States,"customer,service,job,goldsboro,store,seasonal,employee,inside,lawn,and,garden,lowe,jobs,hiring"
1806636,-6.5975,106.79833333,Indonesia,"forties,occ,gale,rain,wintry,shwrs,mod,occ,poor"
1806636,-1.63549,103.62486,Indonesia,"chronicles,the,frozen,life,thank,goodness,im,loving,new"
1806637,46.7896004,-92.0962219,United States,"feeling,bloated,after,christmas,here,sundays,offer,the,treatment,colonic"
1806638,6.456465000000001,3.562702,Nigeria,"rills,the,hills,gardendesigner,cumbria,yorkshiredales,waterfeature"
1806639,14.56285332,121.03424074,Republika ng Pilipinas,"repost,with,repostapp,all,day,digga,lansky,fet,way"
1806639,38.64775,-77.33270999999999,United States,"utsire,occ,gale,rain,wintry,shwrs,mod,occ,poor"
1806640,25.7788204,-80.14182220000001,United States,"andy,serkis,lying,disney,are,complete,foolish,twats"
1806640,-6.22455,106.76118999999998,Indonesia,"good,morning,this,what,post,after,good,nights,sleep"
1806642,25.77462682,-80.13252382,United States,"when,all,you,want,just,the,bests,for,them"
1806641,-6.22001,106.66261000000002,Indonesia,"when,you,post,and,family,members,dont,like,this,the,reason,why,post,thoughts,twitter,instead,nofamilyonsocialmedia"
1806643,49.598666,6.1330168,Luxembourg,"why,does,take,long,check,when,you,much,before,you,reach,real,person"
1806644,38.8799697,-77.1067698,United States,"this,labor,job,might,great,fit,for,you,material,handler,plainfield,hiring,career,arc"
1806645,34.18983131,-118.33080053,United States,"manager,trainee,retail,sales,speedway,scottsburg,retail,job,jobs,hiring,career,arc"
1806645,30.210308,-97.720696,United States,"found,cute,when,he,jealous"
1806645,2.93918362,101.71194077,Malaysia,"winter,break,ing,geneva,switzerland,with,this,amazing,people"
1806645,29.5006409,-98.7042084,United States,"were,hiring,click,apply,pediatric,lpn,palmetto,home,health,care,nursing,palmetto,job,jobs"
1806646,14.2819473,121.0953936,Republika ng Pilipinas,"im,infosys,northgate,alabang"
1806646,25.78973351,-80.26927912,United States,"incident,cleared,oklahoma,reno,ave,east,virginia,ave,okctraffic"
1806646,-29.8833,31.05,South Africa,"this,hospitality,job,might,great,fit,for,you,crew,member,doral,veterans,hiring"
1806647,5.98569713,116.07582116,Malaysia,"rosman,nizar,now,trending,malaysia"
1806647,-7.944210000000001,112.61899,Indonesia,"the,link,join,raffle,this,time,have,only"
1806648,33.51779167,-86.80459444,United States,"and,zambrotta,too"
1806648,41.91596586,-87.71892062,United States,"mood,like,fuhdat,productive,marketing,group"
1806648,49.1062427,-122.66786576,Canada,"rajini,murugan,going,block,buster,nthng,could,stop,just,wait,and,see"
1806648,-33.87680114,151.19518021,Australia,"nursing,job,alert,medical,technologist,lab,contract,favorite,health,care,staffing,silvis"
1806648,36.14134132,137.25293754,??,"miss,the,beef,flat,iron"
1806649,25.813,-80.1341,United States,"london,was,the,city,united,kingdom,with,more,trends,monday,trndnl"
1806650,37.9237513,23.71227196,?????,"im,hardees,alkoudh"
1806651,43.7034,7.2663,France,"bootcamp,mondays,rgymfitness,from,inbox,for,details,contact"
1806652,29.1979276,-82.06661779999999,United States,"want,work,lowe,were,hiring,murfreesboro,click,for,details,retail,job,jobs"
1806653,3.00449772,101.72032121,Malaysia,"ucw,classic,elite,contour,wrap,amazing,detox,and,inch,loss,want,kick,start,your,new"
1806653,18.79545232,98.96544456,?????????,"closed,due,ice,build,portland,miller,between,hazeltine,and,thompson,pdxtraffic"
1806654,34.05266473,-118.34430765,United States,"stacked,burger,from,milestones,this,guy,was,stacked,with,meat,and,creamy,goodness,for"
1806655,4.12397524,73.45624497,,"usgs,ese,anza,california,earth,quake"
1806655,12.9715987,77.5945627,????,"posing,like,fashion,blogger,whilst,having,some,turkish,tea,simit,for,breakfast"
1806655,34.6598753,-86.4847338,United States,"analytical,can,you,relate,via,new,years,resolution,statistics"
1806656,-6.96487,107.57657,Indonesia,"trying,out,paogumba,ukulele,effects,ukulele,philippines,obukulele,happy,music"
1806656,1.40557388,103.9095964,???,"registered,nurse,mercy,health,oklahoma,city,nursing,job,jobs,hiring,career,arc"
